TX_0000,"\col(1)1ルピ-\col(0)手に入れた!
。。。"
TX_081b,"おめでとうございます!!
とくべつきかんちゅうにつき
こちらを プレゼント!!"
TX_081c,ミス! -50てん
TX_0900,
TX_0901,"たましいのきおく
たましいのきおくは えいえんなり
イノチはてるとも 時をこえて
心にかたりかける"
TX_0902,"もりのきおく
もりのきおくは しずけさなり
すましたみみに とどくこえのみが
真実をかたる"
TX_0903,"けもののきおく
けもののきおくは こうやにひびく
さけびごえなり
とおいそのこえにあらぶる心を知る"
TX_0904,"ほのおのきおく
ほのおのきおくは しゃくねつの心
そのゆらめきに てらされるとき
勇者のあつき心がよみがえる"
TX_0905,"つちのきおく
つちのきおくは 大地にあり
そのふところに ふしてねむるとき
すべてをはぐくむ ぬくもりを知る"
TX_0906,"山のきおく
山のきおくは おおしきすがたなり
大いなる時をへだてても かわらぬ
ここうのたましいを つたえる"
TX_0907,"海のきおく
しおさいのかなでし しんぴのうた
うちよせるなみとなりて
勇者を ぼうけんへと いざなう"
TX_0908,"ほしのきおく\stop
ほしのきおくは 天にあり
時をこえる ふめつのひかりは
大いなることわりへの
みちしるべとなる"
TX_0909,"ポゥのとけい
ウキウキ。。。する?"
TX_090a,"レタ-セット
まっさらな びんせんだ"
TX_090b,"ニオイぶくろ
これは。。。クサい。。。"
TX_090c,"デリシャスおにく
シェフ オススメの いっぴんです"
TX_090d,"わんこのおめん
あいけん 大よろこび!"
TX_090e,"鉄アレイ
ん!?かたほうしか ないぞ!"
TX_090f,"げひんヒゲ
なんだか いやらしいヒゲだ。。。"
TX_0910,"大ウケするネタ
人気者に なれるかな。。。?"
TX_0911,"おセンチえほん
かなしい かなしい おはなしだ"
TX_0912,"まほうのオ-ル
水の上なら ス-イスイ?"
TX_0913,"海のウクレレ
フンワリと しおの かおり!"
TX_0914,"おれた剣
。。。え!? おれている!?"
TX_0915,"マカの実
邪気をはらえる 聖なる実"
TX_0916,"ガチャのタネ
やわらかいつちに うえてみよう"
TX_0917,"みかんていのゆびわ
かんていやで
かんていしてもらおう"
TX_0918,"水かき
水の中もヘッチャラさ"
TX_0919,"まほうのクスリ
ハ-トがへっても あんしんだ"
TX_091a,"バクダン花
とりあつかい ちゅうい"
TX_091b,"リッキ-グロ-ブ
しんチャンピオンのあかし!?"
TX_091c,"メンバ-ズカ-ド
ひみつのおみせに 入れるぞ"
TX_091d,"ゆびわの小ばこL-1
木の実のゆびわが 1つだけ
入るはこ"
TX_091e,"ゆびわの小ばこL-2
木の実のゆびわが 3つ入るはこ"
TX_091f,"ゆびわの小ばこL-3
木の実のゆびわが 5つも入るはこ"
TX_0920,"木のたて
木でつくられた 小さなたて"
TX_0921,"鉄のたて
鉄をきたえた 大きなたて"
TX_0922,"かがみのたて
かがみのように みがきこまれた
たて"
TX_0923,"ウッドソ-ド
勇者の剣"
TX_0924,"ホワイトソ-ド
聖なる剣"
TX_0925,"マスタ-ソ-ド
でんせつの剣"
TX_0926,"バクダン
ドカンと だいばくはつ!"
TX_0927,"ブ-メラン
なげても もどる ベンリなぶき"
TX_0928,"ダイゴロンとう
いりょくゼツ大 りょう手もちの剣"
TX_0929,"ボムチュウ
テキをねらうぞ しんがたバクダン"
TX_092a,"スコップ
ほってほって ほりまくれ"
TX_092b,"パワ-ブレスレット
つければ 力が わいてくる"
TX_092c,"ロックちょうのハネ
なんだか カラダが かるくなる"
TX_092d,"木の実ぶくろ
ふしぎの木の実を 入れておこう"
TX_092e,"ヘンなふえ
なにやら レアなかんじ"
TX_092f,"リッキ-のふえ
ふけば リッキ-がやってくる!?"
TX_0930,"ウィウィのふえ
ふけば ウィウィがやってくる!?"
TX_0931,"ムッシュのふえ
ふけば ムッシュがやってくる!?"
TX_0932,"アチチの実
ぽいっとおいて アッチッチ"
TX_0933,"イテテの実
プワ〜ンとふしぎなにおい"
TX_0934,"サッサの実
テケテケ あしがはやくなる"
TX_0935,"ピュ-の実
ふしぎの木まで ひとっとび"
TX_0936,"ハテナの実
なにがおこるか おたのしみ"
TX_0937,"アチチの実
ねらってとばして アッチッチ"
TX_0938,"イテテの実
パンとはじけて イッテッテ"
TX_0939,"サッサの実
サッサがトロトロ マカふしぎ"
TX_093a,"ピュ-の実
ピュ-ととんで とんでいけ"
TX_093b,"ハテナの実
なにがおこるか おたのしみ"
TX_093c,"ソマリアのつえ
ふればどこでも ブロックを出せる"
TX_093d,"いれかえフック
ねらってあてれば ばしょチェンジ"
TX_093e,"ロングいれかえフック
とおくのモノと ばしょチェンジ"
TX_093f,"パワフルグロ-ブ
大きなモノでも かるがるだ"
TX_0940,"まめでっぽう
木の実をはねさせ ねらいうち"
TX_0941,"時のたてごと
しらべをかなでて 時をこえよう"
TX_0942,"やまびこのしらべ
時のあなに力をふきこむ"
TX_0943,"ながれのしらべ
むかしから もとのじだいへ"
TX_0944,"ときのしらべ
むかしと いまを いったりきたり"
TX_0945,"にんぎょス-ツ
にんぎょのすがたに へんしん!"
TX_0946,"シバ-ルロ-プ
水につけてもダイジョウブ!"
TX_0947,"ミカヅキじまの海図
これさえあれば ソウナンしない?"
TX_0948,"イテテのなえ木
うえてまつこと すうひゃく年"
TX_0949,"キョ-ダイのあかし
オレたち みんな キョ-ダイゴロ"
TX_094a,"はかばのカギ
よるは はかばで。。。"
TX_094b,"ミノムの実
いそいで だいざへもっていこう"
TX_094c,"王かんのカギ
かんむりのカタチ"
TX_094d,"トク上カルビいわ
やいてヨシ 生でもヨシ"
TX_094e,"ゴロンつぼ
カホウのいっぴん"
TX_094f,"タフゴロン2001
グイッとのめば ねむけスッキリ!"
TX_0950,"ヨ-ガンドリンク
アツアツ ジュ-シ-"
TX_0951,"にんぎょのカギ
ピチピチにんぎょのカタチ"
TX_0952,"ふるいにんぎょのカギ
シワシワにんぎょのカタチ。。。"
TX_0953,"としょかんのカギ
としょかんのトビラを ひらく"
TX_0954,"ゾ-ラのうろこ
海のおまもり"
TX_0955,"せきばん
4まい そろうと。。。?"
TX_0956,"しょうかいじょう
おどるゴロンに 見るゴロン"
TX_0957,"われたミノムの実
いそいで ふくげんしてもらおう"
TX_0958,"ふういんの本
しるされたもじは 勇気をためす"
TX_0959,"ようせいのこな
あるべきものを あるべきすがたに"
TX_095a,"トカゲのめだま
海にしずんでいた おタカラだ!"
TX_095b,"セ-ブがめん
ここからセ-ブがめんにいけるよ"
TX_095c,"セ-ブがめん
ここからセ-ブがめんにいけるよ"
TX_095d,"セ-ブがめん
ここからセ-ブがめんにいけるよ"
TX_095e,"セ-ブがめん
ここからセ-ブがめんにいけるよ"
TX_095f,"セ-ブがめん
ここからセ-ブがめんにいけるよ"
TX_0960,"セ-ブがめん
ここからセ-ブがめんにいけるよ"
TX_0961,"ハ-トのかけら
4つあつめれば うつわがふえる"
TX_0962,"ハ-トのかけら
あと3つあつめれば
うつわがふえる"
TX_0963,"ハ-トのかけら
あと2つあつめれば
うつわがふえる"
TX_0964,"ハ-トのかけら
あと1つで うつわがふえる"
TX_0965,"ただいまのじだい
いま"
TX_0966,"ただいまのじだい
むかし"
TX_0a00,"\sfx(0xb6)みんなのばんメシを つくらねば
いかんトカが カゼひいたトカ
ハナ つまって
アジ わからんトカ
このまま メシ つくったら
マズいトカ マズくないトカ"
TX_0a01,"\col(0x84)\item(0x03)\col(1)ニオイぶくろ\col(0)を あけますか?
  \opt()はい \opt()いいえ"
TX_0a02,ン? ソレ なにトカ??
TX_0a03,"       ぱかっ
    。。。ツ〜ン。。。"
TX_0a04,\sfx(0xb6)ウッ。。。!!
TX_0a05,"\sfx(0xb6)うぉおおおぉぉおおぉおお--!!\stop
きたトカあぁぁあぁあああ--!!\stop
ギャアアアアアアァァァ---!!\stop
ボエエエェェエェエエェェ--!!"
TX_0a06,"\sfx(0xb6)なにしたトカ!
ハナ グネグネするトカ!
ヒジョ-に クサいトカ!\stop
。。。!?
クサい!?\stop
キツ〜い ニオイ!さっきので
ハナが スッキリ してきたトカ!
ありがとうトカ!!
\col(0x84)\item(0x03)\col(1)ふくろ\col(0)のおかげだトカ!
オリにくれトカ! ふくろトカ!
ア- たまらん!このニオイトカ!
かわりに スゴくいいもの
オマイにやるトカ!!"
TX_0a07,"\sfx(0xb6)ハッ! ばんメシのオカズが
なくなったトカ! ま いいかトカ"
TX_0a08,\sfx(0xb6)ハナ ズビズバ。。。トカ
TX_0a09,"\sfx(0xb6)キョ-レツな ニオイで スッキリ
したいトカ したくないトカ"
TX_0a0a,"\sfx(0xb6)これ オリが海で ひろったトカ
シッポのないトカゲのそばに
おちていたトカ いなかったトカ
そういえば オマイも
シッポ ないトカね?\stop
。。。トカ?
もしかしてこれ。。。\stop
こ、これ オマイに あげるトカ
エンリョは いらないトカ"
TX_0a0b,"\sfx(0xb6)トカ! オマイは たしか
これをひろったときの。。。\stop
い、いいトコロにきてくれたトカ
いま ちょうど かえしにいこうと
おもっていたトカ いなかったトカ
いや そうじゃなくて
ちゃんとおもっていたトカ
ハイ かえすトカ"
TX_0a0c,"\sfx(0xb6)オリがひろったのは
それだけトカ
そういえば オリのほかにも
ひろっていたヤツが
いたトカ いなかったトカ
さがしてみるトカ"
TX_0a0d,\sfx(0xb6)ハラへったトカ
TX_0a0e,\sfx(0xb6)    トカ〜〜〜〜!!
TX_0a0f,"\sfx(0xb6)しつこいトカ!\stop
オ、オリはなにも 知っているトカ
知らないトカ。。。。。。トカ?
つ、つまり むじつトカ!
\col(1)スコップ\col(0)のもちぬしがどうなったか
なんて知らないトカ!"
TX_0a10,"\sfx(0xb6)ようこそ、けんぜんなトカゲの
ゆうぎじょう ながしトカゲやへ!
こんかい もらえる しょうひんは
なんと これトカ!"
TX_0a11,このしょうひんがほしければ\n
TX_0a12,"ながしトカゲにチャレンジするトカ
1かい10ルピ-で やるトカ?
  \opt()やる \opt()やらない"
TX_0a13,"この\col(1)イテテのなえ木\col(0)がほしければ
\jump(TX_0a12)"
TX_0a14,"せつめい きくトカ?
  \opt()きかない \opt()きく"
TX_0a15,それじゃ さっそくはじめるトカ!
TX_0a16,"よ-いは いいトカ?\stop
  トカ-。。。ゴ- トカ!"
TX_0a17,  ざんねん しっぱいトカ!
TX_0a18," オメデト- 大せいこうトカ!\stop
では しょうひん うけとるトカ"
TX_0a19,"もう1かい10ルピ-でやるトカ?
  \opt()やる \opt()やらない"
TX_0a1a,"。。。そうトカ
またのおこし おまちしているトカ"
TX_0a1b,ルピ-がたりないトカ!
TX_0a1c,"\sfx(0xb6)ここは けんぜんなトカゲの
ゆうぎじょう ながしトカゲやトカ
にくを もちあげられないかたは
おことわりしているトカ"
TX_0a1d,"\sfx(0xb6)でっかいサカナが おちていたトカ
あかくてウマそうトカ"
TX_0a1e,"\sfx(0xb6)あかいモノは シゲキてきな
あじがするトカ しないトカ"
TX_0a1f,"\sfx(0xb6)このあかいサカナは
オリたちがひろったトカ
オリたち シゲキてきなあじに
うえているトカ いないトカ"
TX_0a20,"\sfx(0xb6)トカ? オマイのもっているその
あかい\col(1)実\col(0) なんていうトカ?
\col(1)アチチの実\col(0)トカ いうトカ!
シゲキてきな なまえトカ\n"
TX_0a21,"オリたちの このサカナと
\col(1)アチチの実\col(0) かえっこしないトカ?
  \opt()する \opt()しない"
TX_0a22,"\sfx(0xb6)そうトカ。。。
なら このあかいサカナで
ガマンするトカ"
TX_0a23,"\sfx(0xb6)こうかんするトカ!
じゃあ さっそく たべてみるトカ"
TX_0a24,"\sfx(0xb6)   パクッ! モグモグ
   。。。。。。。。。
       !!"
